timepoint,bw_date,ID,species,collection_site,transplant_site,treatment,mortality,bw,bw_sd,bw_se
T3,5/30/2019,PSTR 1 5,PSTR,NS,NS,NS Native,alive,29.89377739,0.01,0.007071067812
T3,5/30/2019,PSTR 1 6,PSTR,NS,NS,NS Native,alive,49.94618755,0.01732050808,0.01224744871
T3,5/31/2019,PSTR 1 7,PSTR,NS,OS,OS Transplant,alive,52.78594025,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 1 9,PSTR,NS,OS,OS Transplant,alive,32.67398946,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 1 10,PSTR,NS,OS,OS Transplant,alive,27.65184534,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 1 11,PSTR,NS,OS,OS Transplant,alive,40.20052724,0,0
T3,5/31/2019,PSTR 1 16,PSTR,OS,OS,OS Native,alive,39.88498683,0.01,0.007071067812
T3,5/31/2019,PSTR 1 17,PSTR,OS,OS,OS Native,alive,32.6119403,0.01154700538,0.008164965809
T3,5/31/2019,PSTR 1 18,PSTR,OS,OS,OS Native,alive,19.66391572,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 1 19,PSTR,OS,OS,OS Native,alive,29.17225637,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 1 22,PSTR,OS,NS,NS Transplant,alive,19.8169163,0.01,0.007071067812
T3,5/29/2019,PSTR 1 23,PSTR,OS,NS,NS Transplant,alive,42.12140969,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 1 24,PSTR,OS,NS,NS Transplant,alive,36.96211454,0.01,0.007071067812
T3,5/29/2019,PSTR 1 25,PSTR,OS,NS,NS Transplant,alive,46.00176211,0.5889821729,0.4164732885
T3,5/30/2019,PSTR 2 3,PSTR,NS,NS,NS Native,alive,48.68080986,0.01,0.007071067812
T3,5/30/2019,PSTR 2 4,PSTR,NS,NS,NS Native,alive,38.90651408,0.01,0.007071067812
T3,5/30/2019,PSTR 2 5,PSTR,NS,NS,NS Native,alive,69.15933099,0.01527525232,0.0108012345
T3,5/30/2019,PSTR 2 6,PSTR,NS,NS,NS Native,alive,31.16267606,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 2 7,PSTR,NS,OS,OS Transplant,alive,20.23333333,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 2 8,PSTR,NS,OS,OS Transplant,alive,18.44,0.01,0.007071067812
T3,5/31/2019,PSTR 2 10,PSTR,NS,OS,OS Transplant,alive,32.10666667,0.01154700538,0.008164965809
T3,5/31/2019,PSTR 2 11,PSTR,NS,OS,OS Transplant,alive,20.00333333,0.01154700538,0.008164965809
T3,5/31/2019,PSTR 2 14,PSTR,OS,OS,OS Native,alive,23.61,0,0
T3,5/31/2019,PSTR 2 15,PSTR,OS,OS,OS Native,alive,28.45333333,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 2 16,PSTR,OS,OS,OS Native,alive,27.59666667,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 2 17,PSTR,OS,OS,OS Native,alive,22.07666667,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 2 18,PSTR,OS,OS,OS Native,alive,26.1,0,0
T3,5/31/2019,PSTR 2 19,PSTR,OS,OS,OS Native,alive,34.91,0,0
T3,5/29/2019,PSTR 2 20,PSTR,OS,NS,NS Transplant,alive,41.82666667,0.01527525232,0.0108012345
T3,5/29/2019,PSTR 2 21,PSTR,OS,NS,NS Transplant,alive,26.05,0.01,0.007071067812
T3,5/29/2019,PSTR 2 22,PSTR,OS,NS,NS Transplant,alive,38.03666667,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 2 23,PSTR,OS,NS,NS Transplant,alive,34.81333333,0.01154700538,0.008164965809
T3,5/29/2019,PSTR 2 24,PSTR,OS,NS,NS Transplant,alive,35.76666667,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 2 25,PSTR,OS,NS,NS Transplant,alive,30.10666667,0.005773502692,0.004082482905
T3,5/30/2019,PSTR 3 3,PSTR,NS,NS,NS Native,alive,47.62666667,0.005773502692,0.004082482905
T3,5/30/2019,PSTR 3 4,PSTR,NS,NS,NS Native,alive,40.12666667,0.005773502692,0.004082482905
T3,5/30/2019,PSTR 3 5,PSTR,NS,NS,NS Native,alive,24.23,0,0
T3,5/30/2019,PSTR 3 6,PSTR,NS,NS,NS Native,alive,53.86333333,0.01527525232,0.0108012345
T3,5/31/2019,PSTR 3 8,PSTR,NS,OS,OS Transplant,alive,15.86608238,0.01,0.007071067812
T3,5/31/2019,PSTR 3 9,PSTR,NS,OS,OS Transplant,alive,41.61682734,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 3 10,PSTR,NS,OS,OS Transplant,alive,39.9849255,0,0
T3,5/31/2019,PSTR 3 11,PSTR,NS,OS,OS Transplant,alive,46.00964067,0.01732050808,0.01224744871
T3,5/31/2019,PSTR 3 14,PSTR,OS,OS,OS Native,alive,9.763796134,0.01527525232,0.0108012345
T3,5/31/2019,PSTR 3 15,PSTR,OS,OS,OS Native,alive,14.87609842,0,0
T3,5/31/2019,PSTR 3 16,PSTR,OS,OS,OS Native,alive,22.18224956,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 3 17,PSTR,OS,OS,OS Native,alive,7.216666667,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 3 18,PSTR,OS,OS,OS Native,alive,15.97135325,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 3 19,PSTR,OS,OS,OS Native,alive,10.32144112,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 3 22,PSTR,OS,NS,NS Transplant,alive,23.05977213,0.01,0.007071067812
T3,5/29/2019,PSTR 3 23,PSTR,OS,NS,NS Transplant,alive,10.05118317,0.01,0.007071067812
T3,5/29/2019,PSTR 3 24,PSTR,OS,NS,NS Transplant,alive,16.47221735,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 3 25,PSTR,OS,NS,NS Transplant,dead,10.94040316,0.01,0.007071067812
T3,5/30/2019,PSTR 4 1,PSTR,NS,NS,NS Native,alive,46.48588957,0.005773502692,0.004082482905
T3,5/30/2019,PSTR 4 2,PSTR,NS,NS,NS Native,alive,39.53531989,0,0
T3,5/30/2019,PSTR 4 3,PSTR,NS,NS,NS Native,alive,53.02681858,0.005773502692,0.004082482905
T3,5/30/2019,PSTR 4 4,PSTR,NS,NS,NS Native,alive,46.08957055,0,0
T3,5/30/2019,PSTR 4 5,PSTR,NS,NS,NS Native,alive,41.22716915,0.005773502692,0.004082482905
T3,5/30/2019,PSTR 4 6,PSTR,NS,NS,NS Native,alive,49.43663453,0.02,0.01414213562
T3,5/31/2019,PSTR 4 8,PSTR,NS,OS,OS Transplant,alive,30.77699737,0,0
T3,5/31/2019,PSTR 4 9,PSTR,NS,OS,OS Transplant,alive,38.92414399,0.01,0.007071067812
T3,5/31/2019,PSTR 4 10,PSTR,NS,OS,OS Transplant,alive,34.61703248,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 4 11,PSTR,NS,OS,OS Transplant,alive,25.5524144,0.01,0.007071067812
T3,5/31/2019,PSTR 4 16,PSTR,OS,OS,OS Native,alive,29.85905097,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 4 17,PSTR,OS,OS,OS Native,alive,39.73637961,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 4 18,PSTR,OS,OS,OS Native,alive,24.80685413,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 4 19,PSTR,OS,OS,OS Native,alive,20.58945518,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 4 22,PSTR,OS,NS,NS Transplant,alive,22.76660808,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 4 23,PSTR,OS,NS,NS Transplant,alive,23.12056239,0.01,0.007071067812
T3,5/29/2019,PSTR 4 24,PSTR,OS,NS,NS Transplant,alive,43.49964851,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 4 25 ,PSTR,OS,NS,NS Transplant,alive,34.18330404,0.01527525232,0.0108012345
T3,5/30/2019,PSTR 5 3,PSTR,NS,NS,NS Native,alive,54.51795775,0.01154700538,0.008164965809
T3,5/30/2019,PSTR 5 4,PSTR,NS,NS,NS Native,alive,67.03855634,0.005773502692,0.004082482905
T3,5/30/2019,PSTR 5 5,PSTR,NS,NS,NS Native,alive,29.60387324,0,0
T3,5/30/2019,PSTR 5 6,PSTR,NS,NS,NS Native,alive,35.54471831,0.01,0.007071067812
T3,5/31/2019,PSTR 5 7,PSTR,NS,OS,OS Transplant,alive,45.5666374,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 5 8,PSTR,NS,OS,OS Transplant,alive,31.92467076,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 5 9,PSTR,NS,OS,OS Transplant,dead,36.19841967,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 5 10,PSTR,NS,OS,OS Transplant,alive,37.32273924,0,0
T3,5/31/2019,PSTR 5 11,PSTR,NS,OS,OS Transplant,dead,28.13467954,0,0
T3,5/31/2019,PSTR 5 12,PSTR,NS,OS,OS Transplant,alive,23.76084284,0,0
T3,5/31/2019,PSTR 5 16,PSTR,OS,OS,OS Native,alive,42.82333333,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 5 17,PSTR,OS,OS,OS Native,alive,16.77,0.01,0.007071067812
T3,5/31/2019,PSTR 5 18,PSTR,OS,OS,OS Native,alive,25.90666667,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 5 19,PSTR,OS,OS,OS Native,alive,35.73666667,0.01527525232,0.0108012345
T3,5/29/2019,PSTR 5 22,PSTR,OS,NS,NS Transplant,alive,46.02036874,0,0
T3,5/29/2019,PSTR 5 23,PSTR,OS,NS,NS Transplant,alive,32.86549605,0.01154700538,0.008164965809
T3,5/29/2019,PSTR 5 24,PSTR,OS,NS,NS Transplant,alive,19.71729587,0.01,0.007071067812
T3,5/29/2019,PSTR 5 25,PSTR,OS,NS,NS Transplant,alive,26.64670764,0.02309401077,0.01632993162
T3,5/30/2019,PSTR 6 1,PSTR,NS,NS,NS Native,alive,57.6056042,0.03055050463,0.02160246899
T3,5/30/2019,PSTR 6 3,PSTR,NS,NS,NS Native,alive,42.75166375,0.02081665999,0.01471960144
T3,5/30/2019,PSTR 6 4,PSTR,NS,NS,NS Native,alive,61.10105634,0.01154700538,0.008164965809
T3,5/30/2019,PSTR 6 5,PSTR,NS,NS,NS Native,alive,23.5125,0.01,0.007071067812
T3,5/30/2019,PSTR 6 6,PSTR,NS,NS,NS Native,alive,54.88926056,0.01154700538,0.008164965809
T3,5/31/2019,PSTR 6 8,PSTR,NS,OS,OS Transplant,alive,49.34666667,0.01154700538,0.008164965809
T3,5/31/2019,PSTR 6 9,PSTR,NS,OS,OS Transplant,alive,28.83,0.01,0.007071067812
T3,5/31/2019,PSTR 6 10,PSTR,NS,OS,OS Transplant,alive,26.33333333,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 6 11,PSTR,NS,OS,OS Transplant,alive,17.41333333,0.01527525232,0.0108012345
T3,5/31/2019,PSTR 6 16,PSTR,OS,OS,OS Native,alive,15.09009641,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 6 17,PSTR,OS,OS,OS Native,alive,20.41875548,0.005773502692,0.004082482905
T3,5/31/2019,PSTR 6 18,PSTR,OS,OS,OS Native,alive,35.25574058,0.01527525232,0.0108012345
T3,5/31/2019,PSTR 6 19,PSTR,OS,OS,OS Native,alive,26.88641543,0.01,0.007071067812
T3,5/29/2019,PSTR 6 22,PSTR,OS,NS,NS Transplant,alive,32.15333333,0.01527525232,0.0108012345
T3,5/29/2019,PSTR 6 23,PSTR,OS,NS,NS Transplant,alive,34.70333333,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 6 24,PSTR,OS,NS,NS Transplant,alive,61.92333333,0.005773502692,0.004082482905
T3,5/29/2019,PSTR 6 25,PSTR,OS,NS,NS Transplant,alive,32.65666667,0.005773502692,0.004082482905
T3,5/30/2019,SSID 1 3,SSID,NS,NS,NS Native,alive,31.59104478,0.005773502692,0.004082482905
T3,5/31/2019,SSID 1 17,SSID,OS,OS,OS Native,alive,21.65899912,0.01732050808,0.01224744871
T3,5/31/2019,SSID 1 18,SSID,OS,OS,OS Native,alive,27.44073749,0.005773502692,0.004082482905
T3,5/30/2019,SSID 1 6,SSID,NS,NS,NS Native,alive,41.21281826,0.005773502692,0.004082482905
T3,5/31/2019,SSID 1 7,SSID,NS,OS,OS Transplant,alive,24.00105356,0.02,0.01414213562
T3,5/31/2019,SSID 1 8,SSID,NS,OS,OS Transplant,dead,10.2523266,0.01154700538,0.008164965809
T3,,SSID 1 9,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T3,,SSID 1 10,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T3,,SSID 1 11,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T3,5/31/2019,SSID 1 16,SSID,OS,OS,OS Native,alive,22.27954346,0,0
T3,5/31/2019,SSID 1 19,SSID,OS,OS,OS Native,alive,25.63915716,0.02081665999,0.01471960144
T3,5/29/2019,SSID 1 23,SSID,OS,NS,NS Transplant,alive,22.20228471,0.005773502692,0.004082482905
T3,5/29/2019,SSID 1 25,SSID,OS,NS,NS Transplant,alive,28.00913884,0.01,0.007071067812
T3,5/29/2019,SSID 1 22,SSID,OS,NS,NS Transplant,alive,31.55869947,0.005773502692,0.004082482905
T3,5/30/2019,SSID 1 4,SSID,NS,NS,NS Native,alive,30.32326602,0.01527525232,0.0108012345
T3,5/29/2019,SSID 1 24,SSID,OS,NS,NS Transplant,alive,26.41968366,0.005773502692,0.004082482905
T3,5/30/2019,SSID 1 5,SSID,NS,NS,NS Native,alive,25.74258121,0.01,0.007071067812
T3,5/30/2019,SSID 2 3,SSID,NS,NS,NS Native,alive,39.53666667,0.02081665999,0.01471960144
T3,5/30/2019,SSID 2 4,SSID,NS,NS,NS Native,alive,21.49,0,0
T3,5/30/2019,SSID 2 5,SSID,NS,NS,NS Native,alive,26.25,0,0
T3,5/30/2019,SSID 2 6,SSID,NS,NS,NS Native,alive,27.55,0,0
T3,5/31/2019,SSID 2 7,SSID,NS,OS,OS Transplant,alive,19.46040386,0.01154700538,0.008164965809
T3,5/31/2019,SSID 2 8,SSID,NS,OS,OS Transplant,alive,44.59244952,0.01527525232,0.0108012345
T3,5/31/2019,SSID 2 9,SSID,NS,OS,OS Transplant,alive,32.75539947,0.02081665999,0.01471960144
T3,5/31/2019,SSID 2 10,SSID,NS,OS,OS Transplant,dead,19.79736611,0,0
T3,5/31/2019,SSID 2 11,SSID,NS,OS,OS Transplant,alive,32.64196664,0.005773502692,0.004082482905
T3,5/31/2019,SSID 2 16,SSID,OS,OS,OS Native,alive,32.04143986,0.005773502692,0.004082482905
T3,5/31/2019,SSID 2 17,SSID,OS,OS,OS Native,alive,37.42949956,0.005773502692,0.004082482905
T3,5/31/2019,SSID 2 18,SSID,OS,OS,OS Native,alive,12.581036,0,0
T3,5/31/2019,SSID 2 19,SSID,OS,OS,OS Native,alive,19.90746269,0.01732050808,0.01224744871
T3,5/29/2019,SSID 2 20,SSID,OS,NS,NS Transplant,alive,49.40333333,0.005773502692,0.004082482905
T3,5/29/2019,SSID 2 21,SSID,OS,NS,NS Transplant,alive,25.07333333,0.005773502692,0.004082482905
T3,5/29/2019,SSID 2 22,SSID,OS,NS,NS Transplant,alive,53.61666667,0.005773502692,0.004082482905
T3,5/29/2019,SSID 2 23,SSID,OS,NS,NS Transplant,alive,21.91333333,0.005773502692,0.004082482905
T3,5/29/2019,SSID 2 24,SSID,OS,NS,NS Transplant,alive,36.09333333,0.02081665999,0.01471960144
T3,5/29/2019,SSID 2 25,SSID,OS,NS,NS Transplant,alive,39.48333333,0.005773502692,0.004082482905
T3,5/30/2019,SSID 3 3,SSID,NS,NS,NS Native,alive,65.64333333,0.005773502692,0.004082482905
T3,5/30/2019,SSID 3 4,SSID,NS,NS,NS Native,alive,47.33333333,0.01154700538,0.008164965809
T3,5/30/2019,SSID 3 5,SSID,NS,NS,NS Native,alive,47.48666667,0.005773502692,0.004082482905
T3,5/30/2019,SSID 3 6,SSID,NS,NS,NS Native,alive,57.16666667,0.005773502692,0.004082482905
T3,5/31/2019,SSID 3 8,SSID,NS,OS,OS Transplant,dead,30.97717296,0,0
T3,,SSID 3 9,SSID,NS,OS,OS Transplant,dead,,,
T3,,SSID 3 10,SSID,NS,OS,OS Transplant,dead,,,
T3,,SSID 3 11,SSID,NS,OS,OS Transplant,dead,,,
T3,5/31/2019,SSID 3 16,SSID,OS,OS,OS Native,alive,14.96312555,0,0
T3,5/31/2019,SSID 3 17,SSID,OS,OS,OS Native,alive,19.36031607,0.01154700538,0.008164965809
T3,5/31/2019,SSID 3 18,SSID,OS,OS,OS Native,alive,14.55610184,0.005773502692,0.004082482905
T3,5/31/2019,SSID 3 19,SSID,OS,OS,OS Native,alive,11.88709394,0.005773502692,0.004082482905
T3,5/29/2019,SSID 3 22,SSID,OS,NS,NS Transplant,alive,28.19666667,0.005773502692,0.004082482905
T3,5/29/2019,SSID 3 23,SSID,OS,NS,NS Transplant,alive,20.54666667,0.005773502692,0.004082482905
T3,5/29/2019,SSID 3 24,SSID,OS,NS,NS Transplant,alive,32.47666667,0.005773502692,0.004082482905
T3,5/29/2019,SSID 3 25,SSID,OS,NS,NS Transplant,alive,12.84666667,0.005773502692,0.004082482905
T3,5/30/2019,SSID 4 1,SSID,NS,NS,NS Native,alive,9.96,0,0
T3,5/31/2019,SSID 4 18,SSID,OS,OS,OS Native,alive,4.99,0.01,0.007071067812
T3,5/30/2019,SSID 4 3,SSID,NS,NS,NS Native,dead,16.08,0,0
T3,5/30/2019,SSID 4 4,SSID,NS,NS,NS Native,dead,10.79333333,0.01154700538,0.008164965809
T3,5/30/2019,SSID 4 5,SSID,NS,NS,NS Native,alive,26.82333333,0.01154700538,0.008164965809
T3,5/30/2019,SSID 4 6,SSID,NS,NS,NS Native,alive,22.59666667,0.005773502692,0.004082482905
T3,5/31/2019,SSID 4 7,SSID,NS,OS,OS Transplant,dead,8.42071993,0.01154700538,0.008164965809
T3,,SSID 4 8,SSID,NS,OS,OS Transplant,dead,,,
T3,5/31/2019,SSID 4 10,SSID,NS,OS,OS Transplant,dead,4.403863038,0,0
T3,5/31/2019,SSID 4 11,SSID,NS,OS,OS Transplant,dead,17.90570676,0.02828427125,0.02
T3,,SSID 4 12,SSID,NS,OS,OS Transplant,dead,,,
T3,5/31/2019,SSID 4 16,SSID,OS,OS,OS Native,alive,18.68666667,0.005773502692,0.004082482905
T3,5/31/2019,SSID 4 17,SSID,OS,OS,OS Native,alive,11.33,0,0
T3,5/30/2019,SSID 4 2,SSID,NS,NS,NS Native,alive,16.76666667,0.005773502692,0.004082482905
T3,5/31/2019,SSID 4 19,SSID,OS,OS,OS Native,alive,12.16,0,0
T3,5/29/2019,SSID 4 22,SSID,OS,NS,NS Transplant,alive,25.90757042,0.005773502692,0.004082482905
T3,5/29/2019,SSID 4 23,SSID,OS,NS,NS Transplant,alive,37.82940141,0.005773502692,0.004082482905
T3,5/29/2019,SSID 4 24,SSID,OS,NS,NS Transplant,alive,34.16320423,0.01527525232,0.0108012345
T3,5/29/2019,SSID 4 25,SSID,OS,NS,NS Transplant,alive,19.89647887,0.01154700538,0.008164965809
T3,5/30/2019,SSID 5 3,SSID,NS,NS,NS Native,alive,21.33666667,0.01154700538,0.008164965809
T3,5/31/2019,SSID 5 17,SSID,OS,OS,OS Native,alive,12.85794557,0.1250333289,0.08841191473
T3,5/31/2019,SSID 5 18,SSID,OS,OS,OS Native,alive,14.70289728,0.01,0.007071067812
T3,5/30/2019,SSID 5 6,SSID,NS,NS,NS Native,dead,16.12666667,0.005773502692,0.004082482905
T3,,SSID 5 7,SSID,NS,NS,NS Native,dead,,,
T3,5/31/2019,SSID 5 8,SSID,NS,OS,OS Transplant,dead,9.102985075,0.007071067812,0.005
T3,5/31/2019,SSID 5 9,SSID,NS,OS,OS Transplant,alive,31.71115013,0.005773502692,0.004082482905
T3,5/31/2019,SSID 5 11,SSID,NS,OS,OS Transplant,alive,12.68112379,0,0
T3,5/31/2019,SSID 5 16,SSID,OS,OS,OS Native,alive,9.7785777,0.01,0.007071067812
T3,5/29/2019,SSID 5 24,SSID,OS,NS,NS Transplant,alive,27.72666667,0.005773502692,0.004082482905
T3,5/29/2019,SSID 5 25,SSID,OS,NS,NS Transplant,alive,14.16,0,0
T3,5/31/2019,SSID 5 19,SSID,OS,OS,OS Native,alive,9.348200176,0.02645751311,0.01870828693
T3,5/29/2019,SSID 5 22,SSID,OS,NS,NS Transplant,alive,22.33333333,0.01527525232,0.0108012345
T3,5/29/2019,SSID 5 23,SSID,OS,NS,NS Transplant,dead,10.54,0.01,0.007071067812
T3,5/30/2019,SSID 5 4,SSID,NS,NS,NS Native,alive,48.42666667,0.01154700538,0.008164965809
T3,5/30/2019,SSID 5 5,SSID,NS,NS,NS Native,alive,24.39666667,0.01154700538,0.008164965809
T3,5/30/2019,SSID 6 1,SSID,NS,NS,NS Native,dead,23.95565294,0.005773502692,0.004082482905
T3,5/30/2019,SSID 6 2,SSID,NS,NS,NS Native,alive,32.94110429,0.01,0.007071067812
T3,5/30/2019,SSID 6 3,SSID,NS,NS,NS Native,dead,39.94496056,0.01,0.007071067812
T3,5/30/2019,SSID 6 4,SSID,NS,NS,NS Native,alive,21.73093777,0,0
T3,5/30/2019,SSID 6 5,SSID,NS,NS,NS Native,dead,13.19176161,0.005773502692,0.004082482905
T3,5/30/2019,SSID 6 6,SSID,NS,NS,NS Native,dead,22.01069238,0,0
T3,5/31/2019,SSID 6 9,SSID,NS,OS,OS Transplant,dead,22.16444249,0.007071067812,0.005
T3,,SSID 6 10,SSID,NS,OS,OS Transplant,dead,,,
T3,5/31/2019,SSID 6 11,SSID,NS,OS,OS Transplant,alive,16.56119403,0.005773502692,0.004082482905
T3,,SSID 6 12,SSID,NS,OS,OS Transplant,dead,,,
T3,5/31/2019,SSID 6 14,SSID,OS,OS,OS Native,alive,33.61898067,0,0
T3,5/31/2019,SSID 6 15,SSID,OS,OS,OS Native,alive,23.62811951,0.01527525232,0.0108012345
T3,5/31/2019,SSID 6 16,SSID,OS,OS,OS Native,alive,27.23110721,0.005773502692,0.004082482905
T3,5/31/2019,SSID 6 17,SSID,OS,OS,OS Native,alive,16.46889279,0,0
T3,5/31/2019,SSID 6 18,SSID,OS,OS,OS Native,alive,15.34024605,0.005773502692,0.004082482905
T3,5/31/2019,SSID 6 19,SSID,OS,OS,OS Native,alive,28.11933216,0.01732050808,0.01224744871
T3,5/29/2019,SSID 6 22,SSID,OS,NS,NS Transplant,alive,27.48666667,0.01527525232,0.0108012345
T3,5/29/2019,SSID 6 23,SSID,OS,NS,NS Transplant,alive,25.86333333,0.005773502692,0.004082482905
T3,5/29/2019,SSID 6 24,SSID,OS,NS,NS Transplant,alive,24.04666667,0.01527525232,0.0108012345
T3,5/29/2019,SSID 6 25,SSID,OS,NS,NS Transplant,alive,31.29333333,0.005773502692,0.004082482905
T4,NA,PSTR 1 3,PSTR,NS,NS,NS Native,dead,,,
T4,8/10/2023,PSTR 1 10,PSTR,NS,OS,OS Transplant,alive,67.06333333,0.2631222783,0.1519137182
T4,8/10/2023,PSTR 1 17,PSTR,OS,OS,OS Native,alive,81.12,0.6495382976,0.3750111109
T4,8/10/2023,PSTR 1 19,PSTR,OS,OS,OS Native,alive,66.1,0.08888194417,0.05131601439
T4,NA,PSTR 1 7,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 1 9,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,8/8/2023,PSTR 1 4,PSTR,NS,NS,NS Native,alive,159.2633333,0.5424327915,0.3131737182
T4,NA,PSTR 1 11,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 1 16,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,8/8/2023,PSTR 1 5,PSTR,NS,NS,NS Native,alive,152.3766667,0.6431433225,0.3713189704
T4,NA,PSTR 1 18,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,8/8/2023,PSTR 1 6,PSTR,NS,NS,NS Native,alive,164.7133333,0.8069902932,0.465916063
T4,NA,PSTR 1 22,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 1 23,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 1 24,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 1 25,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 2 3,PSTR,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,PSTR 2 4,PSTR,NS,NS,NS Native,dead,NA,NA,NA
T4,8/8/2023,PSTR 2 5,PSTR,NS,NS,NS Native,alive,166.59,0.1014889157,0.05859465277
T4,NA,PSTR 2 6,PSTR,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,PSTR 2 7,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 2 8,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 2 10,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 2 11,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 2 14,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 2 15,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 2 16,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 2 17,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 2 18,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 2 19,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 2 20,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 2 21,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 2 22,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 2 23,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 2 24,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 2 25,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 3 3,PSTR,NS,NS,NS Native,dead,NA,NA,NA
T4,8/10/2023,PSTR 3 14,PSTR,OS,OS,OS Native,alive,49.66,0.07211102551,0.04163331999
T4,8/10/2023,PSTR 3 18,PSTR,OS,OS,OS Native,alive,46.68333333,0.3271594922,0.1888856209
T4,8/10/2023,PSTR 3 19,PSTR,OS,OS,OS Native,alive,23.43666667,0.2638812864,0.1523519318
T4,NA,PSTR 3 8,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 3 9,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 3 10,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 3 11,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,8/8/2023,PSTR 3 4,PSTR,NS,NS,NS Native,alive,162.3366667,0.4552288802,0.2628265165
T4,NA,PSTR 3 15,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 3 16,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 3 17,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,8/8/2023,PSTR 3 5,PSTR,NS,NS,NS Native,alive,157.4866667,2.176564571,1.256640141
T4,8/8/2023,PSTR 3 6,PSTR,NS,NS,NS Native,alive,168.2366667,0.1258305739,0.07264831573
